2531	0=0	eb8f9d2d-e1af-4de8-8b1c-ca5967730220	http://www.last.fm/music/0=0
2532	009 Sound System	2245dc3a-4ec6-4ecb-a945-b8249e1f84e0	http://www.last.fm/music/009+Sound+System
2533	00.db	8cab831b-5f9a-4715-9dd3-8380560182bc	http://www.last.fm/music/00.db
2534	00Genesis	24acdf4a-35a8-493c-8f0f-932c30457a4f	http://www.last.fm/music/00Genesis
2535	00-Soul	215d4259-b7c1-48d6-98f5-8a7f1fdc4ac4	http://www.last.fm/music/00-Soul
2536	00tz 00tz	ef915c8f-7d7f-4107-a9bd-7b06f41ae882	http://www.last.fm/music/00tz+00tz
2537	013	e0c00a2a-f980-4bdb-89d7-3f1345dcc0dc	http://www.last.fm/music/013
2538	01-N	6c4b099e-ee6c-47c1-8ee5-0624d0b5e80a	http://www.last.fm/music/01-N
2539	037	5328b43e-0ae6-4216-babe-5183bef0a645	http://www.last.fm/music/037
2540	040	246b27d4-5ef7-4ef6-84b0-e195d8968421	http://www.last.fm/music/040
2541	047	72b0be76-ad7b-4766-b296-1994a917f7f9	http://www.last.fm/music/047
2544	100	8d272228-7ee8-4ecd-ac45-9556acd72583	http://www.last.fm/music/100
2548	1000 Mexicans	7373764f-c642-4393-9492-97b5622c4bce	http://www.last.fm/music/1000+Mexicans
2549	1000mods	e24255dd-f024-4abd-8ca5-9e14a8a85580	http://www.last.fm/music/1000mods
2550	1000names	0eb2560c-b414-4d71-8cc3-9b6e271c1280	http://www.last.fm/music/1000names
2551	1000 Ohm	abd0d44f-6e1a-4829-b243-c0bddae82b7a	http://www.last.fm/music/1000+Ohm
2553	1000say	99804d9b-9244-4c98-91d1-24ba309f89a6	http://www.last.fm/music/1000say
2554	1000 Travels of Jawaharlal	a4219d49-f66a-48e5-b06b-dc0324c0bbe5	http://www.last.fm/music/1000+Travels+of+Jawaharlal
2555	100C	c0b7bfe6-4318-4e3a-b6dc-8104ae6d05c5	http://www.last.fm/music/100%C2%B0C
2557	100 Flowers	a93649d4-df82-4d63-94f3-548d14f9eab5	http://www.last.fm/music/100+Flowers
2558	100 Hz	411fb0c6-4afa-405b-a7a7-69686a7f19c1	http://www.last.fm/music/100+Hz
2559	100 mch	3b429aaa-8496-41d9-9d49-e6c733ce2c0e	http://www.last.fm/music/100+m%C3%BAch
2560	100 Monkeys	8899ca92-621f-4afb-97d2-107698a1ce80	http://www.last.fm/music/100+Monkeys
2561	100 Portraits and Waterdeep	260a1b89-12dd-4e50-96be-e80515bbf063	http://www.last.fm/music/100+Portraits+and+Waterdeep
2562	100s	8274d89d-813a-46ed-9a37-fff025a09f7c	http://www.last.fm/music/100s
2563	101	034dfef5-7897-47ed-8904-be2456a11a73	http://www.last.fm/music/101
2564	101A	1ed2a52a-dce5-400f-8f18-613952934765	http://www.last.fm/music/101A
2566	10-20	c951a042-a12d-4c1d-8f23-39af7e293650	http://www.last.fm/music/10-20
2567	10:32	efc58610-703d-4e26-b15b-cd2e3a34b834	http://www.last.fm/music/10:32
2568	108	0acc48ec-0747-4bbc-a7b0-21624f3e4c14	http://www.last.fm/music/108
