http://dbpedia.org/resource/Category:Counterculture_of_the_1960s	1
http://dbpedia.org/resource/Category:1970_disestablishments_in_England	2
http://dbpedia.org/resource/Category:Ringo_Starr	3
http://dbpedia.org/resource/Category:Apple_Records_artists	4
http://dbpedia.org/resource/Category:John_Lennon	5
http://dbpedia.org/resource/Category:Musical_quartets	6
http://dbpedia.org/resource/Category:1960_establishments_in_England	7
http://dbpedia.org/resource/Category:Apple_Corps	8
http://dbpedia.org/resource/Category:George_Harrison	9
http://dbpedia.org/resource/Category:English_pop_music_groups	10
http://dbpedia.org/resource/Category:Atco_Records_artists	11
http://dbpedia.org/resource/Category:Beat_groups	12
http://dbpedia.org/resource/Category:Best_Original_Music_Score_Academy_Award_winners	13
http://dbpedia.org/resource/Category:Musical_groups_from_Liverpool	14
http://dbpedia.org/resource/Category:Musical_groups_disestablished_in_1970	15
http://dbpedia.org/resource/Category:United_Artists_Records_artists	16
http://dbpedia.org/resource/Category:Brit_Award_winners	17
http://dbpedia.org/resource/Category:Vee-Jay_Records_artists	18
http://dbpedia.org/resource/Category:Musical_groups_established_in_1960	19
http://dbpedia.org/resource/Category:World_Music_Awards_winners	20
http://dbpedia.org/resource/Category:The_Beatles	21
http://dbpedia.org/resource/Category:Grammy_Award-winning_artists	22
http://dbpedia.org/resource/Category:Paul_McCartney	23
http://dbpedia.org/resource/Category:Rock_and_Roll_Hall_of_Fame_inductees	24
http://dbpedia.org/resource/Category:Parlophone_artists	25
http://dbpedia.org/resource/Category:English_rock_music_groups	26
http://dbpedia.org/resource/Category:British_Invasion_artists	27
http://dbpedia.org/resource/Category:Swan_Records_artists	28
http://dbpedia.org/resource/Category:Capitol_Records_artists	29
http://dbpedia.org/resource/Category:Ivor_Novello_Award_winners	30
http://dbpedia.org/resource/Category:English_electronic_music_groups	31
http://dbpedia.org/resource/Category:XL_Recordings_artists	32
http://dbpedia.org/resource/Category:Radiohead	33
http://dbpedia.org/resource/Category:Musical_groups_established_in_1985	34
http://dbpedia.org/resource/Category:Musical_quintets	35
http://dbpedia.org/resource/Category:Experimental_rock_groups	36
http://dbpedia.org/resource/Category:Music_in_Oxford	37
http://dbpedia.org/resource/Category:NME_Awards_winners	38
